timestamp,temperature,humidity,pressure
2024-01-01 00:00:00,20.094526690896767,59.619786883214296,1013.0602439091313
2024-01-01 01:00:00,20.05257837690619,57.535782225586665,1013.1560901218928
2024-01-01 02:00:00,20.420134396125576,59.475958779890284,1013.1576231220683
2024-01-01 03:00:00,19.716172881608696,60.879040202934945,1013.2149019101282
2024-01-01 04:00:00,22.143303127184726,60.011798385409726,1013.1779786714936
2024-01-01 05:00:00,22.11716790789335,58.758493322902865,1013.2253104357189
2024-01-01 06:00:00,21.67791134498948,60.20083224867776,1013.314318717908
2024-01-01 07:00:00,22.515799751189192,59.852348533056244,1013.4326049738968
2024-01-01 08:00:00,22.5493737054074,61.15995415276115,1013.3754185036005
2024-01-01 09:00:00,22.402222556682958,58.16772753931393,1013.3710480049435
2024-01-01 10:00:00,23.427709987025384,58.271533868354645,1013.4099719938745
2024-01-01 11:00:00,23.031841675413872,58.427786450664165,1013.3713818528314
2024-01-01 12:00:00,23.258323577614462,57.951482706538414,1013.4025020680137
2024-01-01 13:00:00,23.24876975942761,57.85783615815046,1013.4332731847222
2024-01-01 14:00:00,24.08004524949937,57.3240096575774,1013.4140381913263
2024-01-01 15:00:00,23.995485946016043,56.37618273659873,1013.3923619497758
2024-01-01 16:00:00,24.494283984492416,55.086894888312585,1013.3518847290208
2024-01-01 17:00:00,24.077940550284,55.73225085828442,1013.3713760606452
2024-01-01 18:00:00,24.587549185886033,54.48528405688789,1013.4378634214154
2024-01-01 19:00:00,24.20274540772636,54.39437461715158,1013.456681721473
2024-01-01 20:00:00,25.17601506766084,54.45180346255426,1013.5968159995064
2024-01-01 21:00:00,24.936933349133497,55.04267976312408,1013.5291147284336
2024-01-01 22:00:00,25.076721757711105,54.91511765087194,1013.505447805059
2024-01-01 23:00:00,25.16582546305752,52.53924257831402,1013.5429954258155
2024-01-02 00:00:00,24.484754892064693,53.38756314426318,1013.4918479945375
2024-01-02 01:00:00,25.391590498072038,53.38014041631114,1013.5135528684248
2024-01-02 02:00:00,26.018485051312542,52.021432742519316,1013.5580768092815
2024-01-02 03:00:00,24.141352254954626,49.90912240366757,1013.5715148397968
2024-01-02 04:00:00,24.046730520066202,48.87374076416765,1013.5652184337072
2024-01-02 05:00:00,24.090500098710997,51.30017660226226,1013.6159218676726
2024-01-02 06:00:00,25.176012028202766,50.8974945881043,1013.6410530264744
2024-01-02 07:00:00,24.713240258178292,49.73396990400251,1013.6812111808872
2024-01-02 08:00:00,25.063306482699748,47.88040417021572,1013.7126505913781
2024-01-02 09:00:00,24.742748836373067,49.867049388971374,1013.6844807963317
2024-01-02 10:00:00,24.326925533697715,49.112554078840525,1013.635285391597
